Column-Num,Content ID,User ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score
7950,d200b97e-f661-4502-80d1-1e458816d558,eb74e88c-1bf5-402f-987e-90a5977ae1e3,dislike,4/24/2021 2:54,audio,science,Negative,10
7951,d200b97e-f661-4502-80d1-1e458816d558,de39bbda-66a8-4c52-835a-7a104cf7f081,cherish,12/18/2020 21:07,audio,science,Positive,70
7952,d200b97e-f661-4502-80d1-1e458816d558,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,love,4/14/2021 5:20,audio,science,Positive,65
7953,d200b97e-f661-4502-80d1-1e458816d558,dd118345-3ba6-4800-9686-d5479fee403d,hate,2/4/2021 9:49,audio,science,Negative,5
7954,d200b97e-f661-4502-80d1-1e458816d558,5a1ab9a3-1983-4021-9557-d3700a276746,adore,6/28/2020 21:08,audio,science,Positive,72
7955,d200b97e-f661-4502-80d1-1e458816d558,98511140-45c4-4faa-9962-fea5ad618ea3,want,10/22/2020 12:28,audio,science,Positive,70
7956,d200b97e-f661-4502-80d1-1e458816d558,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,want,12/7/2020 20:08,audio,science,Positive,70
7957,d200b97e-f661-4502-80d1-1e458816d558,5c433d28-dfb7-4456-a468-dc3705147ce0,intrigued,8/18/2020 20:30,audio,science,Positive,45
7958,d200b97e-f661-4502-80d1-1e458816d558,d51a3403-8bab-4d88-af4f-a429c6d8c168,scared,10/27/2020 15:13,audio,science,Negative,15
7959,d200b97e-f661-4502-80d1-1e458816d558,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,interested,4/4/2021 20:00,audio,science,Positive,30
7960,d200b97e-f661-4502-80d1-1e458816d558,4baf648a-0ad5-412d-8250-5a0ff9289fbf,indifferent,9/9/2020 11:54,audio,science,Neutral,20
7961,d200b97e-f661-4502-80d1-1e458816d558,7d8c8c77-77a8-4743-b35f-349c0ac07866,want,3/28/2021 4:02,audio,science,Positive,70
7962,d200b97e-f661-4502-80d1-1e458816d558,a8229d24-f219-4930-a382-24049a8f73bb,love,4/21/2021 1:24,audio,science,Positive,65
7963,d200b97e-f661-4502-80d1-1e458816d558,fd7396b2-a18b-449c-b326-e676aebd7776,adore,8/9/2020 9:10,audio,science,Positive,72
7964,d200b97e-f661-4502-80d1-1e458816d558,953cb190-5704-4926-adc2-057c6f3e3cb4,dislike,2/23/2021 6:24,audio,science,Negative,10
7965,d200b97e-f661-4502-80d1-1e458816d558,571d7193-a3e6-4909-b25c-e891fc126f31,worried,4/19/2021 10:35,audio,science,Negative,12
7966,6b09861c-712e-46e6-a2a5-72e4b3878767,bbe8f83c-af9c-4dab-b5fa-7925822e450d,worried,4/5/2021 8:46,photo,studying,Negative,12
7967,6b09861c-712e-46e6-a2a5-72e4b3878767,7240bf9b-7424-4c04-aab1-1d7aa39964d9,like,11/12/2020 18:42,photo,studying,Positive,50
7968,6b09861c-712e-46e6-a2a5-72e4b3878767,cfe50481-7c50-48fa-97fa-89b6f137e1bd,cherish,11/12/2020 6:05,photo,studying,Positive,70
7969,6b09861c-712e-46e6-a2a5-72e4b3878767,a8229d24-f219-4930-a382-24049a8f73bb,dislike,6/25/2020 21:44,photo,studying,Negative,10
7970,6b09861c-712e-46e6-a2a5-72e4b3878767,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,love,11/5/2020 0:59,photo,studying,Positive,65
7971,6b09861c-712e-46e6-a2a5-72e4b3878767,84bd5adb-286c-429a-926d-4ea120270825,peeking,3/3/2021 12:43,photo,studying,Neutral,35
7972,6b09861c-712e-46e6-a2a5-72e4b3878767,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,super love,1/19/2021 19:57,photo,studying,Positive,75
7973,6b09861c-712e-46e6-a2a5-72e4b3878767,1ea3d5d6-7e6d-4554-b31d-ea31dc2150f9,dislike,4/3/2021 13:26,photo,studying,Negative,10
7974,6b09861c-712e-46e6-a2a5-72e4b3878767,561b08d6-1084-4115-933d-db3e60edfd8b,super love,2/1/2021 16:56,photo,studying,Positive,75
7975,6b09861c-712e-46e6-a2a5-72e4b3878767,d6204684-926d-41db-ae9c-a7bf2e76313a,want,10/26/2020 18:31,photo,studying,Positive,70
7976,6b09861c-712e-46e6-a2a5-72e4b3878767,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,worried,12/9/2020 5:03,photo,studying,Negative,12
7977,6b09861c-712e-46e6-a2a5-72e4b3878767,49da0743-cb4d-4c84-b6a2-537bbe7256d1,want,5/19/2021 9:10,photo,studying,Positive,70
7978,6b09861c-712e-46e6-a2a5-72e4b3878767,bfe23c39-f814-4282-b0f7-506cd8295b8a,intrigued,3/21/2021 6:59,photo,studying,Positive,45
7979,6b09861c-712e-46e6-a2a5-72e4b3878767,acbac577-54c9-4476-af3c-a3241a3f4a19,adore,8/9/2020 1:50,photo,studying,Positive,72
7980,6b09861c-712e-46e6-a2a5-72e4b3878767,953cb190-5704-4926-adc2-057c6f3e3cb4,intrigued,8/20/2020 4:49,photo,studying,Positive,45
7981,6b09861c-712e-46e6-a2a5-72e4b3878767,acd90ee9-84cd-465e-88e3-f128dd0cc1da,adore,10/20/2020 10:54,photo,studying,Positive,72
7982,6b09861c-712e-46e6-a2a5-72e4b3878767,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,peeking,12/25/2020 9:00,photo,studying,Neutral,35
7983,6b09861c-712e-46e6-a2a5-72e4b3878767,a1290f9f-af93-432d-be86-65840470c621,indifferent,10/6/2020 5:16,photo,studying,Neutral,20
7984,6b09861c-712e-46e6-a2a5-72e4b3878767,b7e4b060-7b74-408f-b7d7-67a5e1dbfce3,cherish,7/31/2020 22:10,photo,studying,Positive,70
7985,6b09861c-712e-46e6-a2a5-72e4b3878767,a92660de-2154-4694-a86e-88cb81c8ea95,disgust,3/16/2021 0:27,photo,studying,Negative,0
7986,6b09861c-712e-46e6-a2a5-72e4b3878767,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,hate,5/25/2021 14:41,photo,studying,Negative,5
7987,6b09861c-712e-46e6-a2a5-72e4b3878767,f9775602-43ab-4d54-ad93-7c9a489879bc,love,3/11/2021 7:32,photo,studying,Positive,65
7988,4c009116-c94a-4633-83fb-956565358565,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,worried,8/22/2020 20:28,photo,soccer,Negative,12
7989,4c009116-c94a-4633-83fb-956565358565,89572273-761e-46f3-8b99-1689d98aac90,want,4/27/2021 7:18,photo,soccer,Positive,70
7990,4c009116-c94a-4633-83fb-956565358565,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,2/4/2021 12:51,photo,soccer,Negative,0
7991,4c009116-c94a-4633-83fb-956565358565,1545ddaf-2b75-4143-82fe-b88966aee4fb,love,12/6/2020 8:18,photo,soccer,Positive,65
7992,4c009116-c94a-4633-83fb-956565358565,aa71ef91-252d-4c99-92ad-cf617f09fced,intrigued,5/15/2021 3:07,photo,soccer,Positive,45
7993,4c009116-c94a-4633-83fb-956565358565,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,scared,2/11/2021 23:02,photo,soccer,Negative,15
7994,4c009116-c94a-4633-83fb-956565358565,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,adore,4/10/2021 16:39,photo,soccer,Positive,72
7995,4c009116-c94a-4633-83fb-956565358565,132b1407-16fa-48f8-8112-3e426974bbb7,intrigued,6/25/2020 14:47,photo,soccer,Positive,45
7996,4c009116-c94a-4633-83fb-956565358565,b3e73328-3638-4913-b7ae-3a6a64c1cd62,dislike,1/15/2021 17:50,photo,soccer,Negative,10
7997,4c009116-c94a-4633-83fb-956565358565,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,indifferent,12/12/2020 9:55,photo,soccer,Neutral,20
7998,4c009116-c94a-4633-83fb-956565358565,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,interested,4/14/2021 16:08,photo,soccer,Positive,30
7999,4c009116-c94a-4633-83fb-956565358565,346174b1-4661-4cdd-8c47-66dbd013cd56,like,1/31/2021 4:39,photo,soccer,Positive,50
8000,4c009116-c94a-4633-83fb-956565358565,37867a23-d07b-4990-8fa8-d694cf7d3b1b,super love,2/14/2021 12:55,photo,soccer,Positive,75
8001,4c009116-c94a-4633-83fb-956565358565,48bed4d7-0329-472c-96d9-b23a103eb834,adore,3/20/2021 10:56,photo,soccer,Positive,72
8002,4c009116-c94a-4633-83fb-956565358565,054b5d2a-7ee3-49c8-912a-1cf58389ae60,like,3/10/2021 7:24,photo,soccer,Positive,50
8003,4c009116-c94a-4633-83fb-956565358565,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,indifferent,9/21/2020 8:29,photo,soccer,Neutral,20
8004,4c009116-c94a-4633-83fb-956565358565,2a41e628-4cc5-4765-af2e-8b3dec750c0b,scared,4/10/2021 11:31,photo,soccer,Negative,15
8005,4c009116-c94a-4633-83fb-956565358565,5a1ab9a3-1983-4021-9557-d3700a276746,like,10/30/2020 9:51,photo,soccer,Positive,50
8006,4c009116-c94a-4633-83fb-956565358565,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,indifferent,5/17/2021 4:56,photo,soccer,Neutral,20
8007,4c009116-c94a-4633-83fb-956565358565,fe1c151b-1a95-43fa-9a4c-f3214adba852,hate,2/13/2021 8:05,photo,soccer,Negative,5
8008,4c009116-c94a-4633-83fb-956565358565,6e9c7f30-264a-4aa0-b3ac-36e852d10906,indifferent,7/26/2020 17:55,photo,soccer,Neutral,20
8009,4c009116-c94a-4633-83fb-956565358565,d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,super love,8/16/2020 20:02,photo,soccer,Positive,75
8010,4c009116-c94a-4633-83fb-956565358565,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,worried,9/29/2020 11:06,photo,soccer,Negative,12
8011,4c009116-c94a-4633-83fb-956565358565,de1d478e-3552-4223-b039-d3086cc485ec,interested,10/3/2020 4:48,photo,soccer,Positive,30
8012,4c009116-c94a-4633-83fb-956565358565,d16ed6bf-d35e-463b-92b0-393ee67e220c,scared,3/24/2021 19:02,photo,soccer,Negative,15
8013,4c009116-c94a-4633-83fb-956565358565,a81df767-7da1-4844-b63c-fee4c9c7895d,dislike,11/26/2020 11:09,photo,soccer,Negative,10
8014,4c009116-c94a-4633-83fb-956565358565,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,interested,12/26/2020 5:01,photo,soccer,Positive,30
8015,4c009116-c94a-4633-83fb-956565358565,a540d720-b44a-4d3d-9643-e12bca77d1f3,indifferent,11/2/2020 18:35,photo,soccer,Neutral,20
8016,4c009116-c94a-4633-83fb-956565358565,fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,worried,1/29/2021 1:57,photo,soccer,Negative,12
8017,4c009116-c94a-4633-83fb-956565358565,3d5f257e-556b-4e19-b127-977bc5c4daed,want,3/15/2021 23:27,photo,soccer,Positive,70
8018,4c009116-c94a-4633-83fb-956565358565,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,6/26/2020 1:40,photo,soccer,Neutral,35
8019,4c009116-c94a-4633-83fb-956565358565,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,interested,7/10/2020 23:54,photo,soccer,Positive,30
8020,4c009116-c94a-4633-83fb-956565358565,d1a89d23-7d17-4949-9e1a-637317141f3d,want,10/13/2020 8:14,photo,soccer,Positive,70
8021,4c009116-c94a-4633-83fb-956565358565,9ed68c70-13fd-4346-808f-2665943c46d6,indifferent,6/6/2021 16:53,photo,soccer,Neutral,20
8022,4c009116-c94a-4633-83fb-956565358565,c3988ef2-7e28-4db7-8981-c69f61a3bfce,peeking,8/25/2020 11:37,photo,soccer,Neutral,35
8023,4c009116-c94a-4633-83fb-956565358565,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,heart,5/14/2021 8:31,photo,soccer,Positive,60
8024,4c009116-c94a-4633-83fb-956565358565,1f7e22c8-558a-4b6f-a04f-b219593f029e,adore,9/7/2020 15:34,photo,soccer,Positive,72
8025,4c009116-c94a-4633-83fb-956565358565,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,cherish,2/28/2021 20:39,photo,soccer,Positive,70
8026,4c009116-c94a-4633-83fb-956565358565,49da0743-cb4d-4c84-b6a2-537bbe7256d1,peeking,7/31/2020 21:04,photo,soccer,Neutral,35
8027,4c009116-c94a-4633-83fb-956565358565,d16ed6bf-d35e-463b-92b0-393ee67e220c,adore,6/18/2021 5:44,photo,soccer,Positive,72
8028,4c009116-c94a-4633-83fb-956565358565,6fd58dea-315a-4ab2-8023-424a6ff455cd,interested,12/16/2020 22:54,photo,soccer,Positive,30
8029,4c009116-c94a-4633-83fb-956565358565,aab5b5d2-682b-4b27-89ae-cf7803f76786,interested,7/29/2020 4:50,photo,soccer,Positive,30
8030,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,0c5b0547-820a-4beb-832e-3162f74ccfa7,intrigued,12/4/2020 1:48,photo,tennis,Positive,45
8031,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,b0c22f82-b882-4394-bf27-6dfadf26e5c2,worried,10/8/2020 9:17,photo,tennis,Negative,12
8032,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,intrigued,7/4/2020 7:38,photo,tennis,Positive,45
8033,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,5fbf758a-376b-472c-8aca-a87ff1db3e6d,love,11/22/2020 11:09,photo,tennis,Positive,65
8034,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,a6f003be-b0fd-4100-b4cc-f568a21b9745,intrigued,9/28/2020 22:08,photo,tennis,Positive,45
8035,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,192a526b-4952-4bda-b659-4661dab12716,heart,9/22/2020 12:08,photo,tennis,Positive,60
8036,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,4027aa31-4bda-4e1d-92f7-49de962e8da9,peeking,5/4/2021 3:32,photo,tennis,Neutral,35
8037,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,b827588c-31b2-47f3-916a-a1dbf7987f50,cherish,2/17/2021 6:16,photo,tennis,Positive,70
8038,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,04e52602-e370-4a99-bfda-f0c1655058da,worried,10/16/2020 2:17,photo,tennis,Negative,12
8039,763560f8-e3c4-4dec-a40c-411c22d05c7b,85eca06e-b8db-4fd9-b083-da47572c40b2,love,6/29/2020 20:55,photo,food,Positive,65
8040,763560f8-e3c4-4dec-a40c-411c22d05c7b,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,adore,2/19/2021 9:00,photo,food,Positive,72
8041,763560f8-e3c4-4dec-a40c-411c22d05c7b,92c3576c-8634-42a8-8005-6e1ff8c207e8,disgust,8/12/2020 18:45,photo,food,Negative,0
8042,763560f8-e3c4-4dec-a40c-411c22d05c7b,76cb4dbe-7748-49ab-8179-6e3f3b840dd6,super love,5/29/2021 20:36,photo,food,Positive,75
8043,763560f8-e3c4-4dec-a40c-411c22d05c7b,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,interested,8/22/2020 17:18,photo,food,Positive,30
8044,763560f8-e3c4-4dec-a40c-411c22d05c7b,b6fd2140-f8b9-498a-a07f-0dc9986736c6,disgust,10/17/2020 18:14,photo,food,Negative,0
8045,763560f8-e3c4-4dec-a40c-411c22d05c7b,f9775602-43ab-4d54-ad93-7c9a489879bc,interested,10/11/2020 2:08,photo,food,Positive,30
8046,763560f8-e3c4-4dec-a40c-411c22d05c7b,89572273-761e-46f3-8b99-1689d98aac90,interested,3/17/2021 19:41,photo,food,Positive,30
8047,763560f8-e3c4-4dec-a40c-411c22d05c7b,91dbe082-62c3-4bfd-9721-7c94be3a3d32,want,4/29/2021 17:32,photo,food,Positive,70
8048,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,f11e8adf-a550-4e7a-ab81-dbccd952dff8,super love,11/27/2020 8:22,audio,dogs,Positive,75
8049,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,like,5/3/2021 7:54,audio,dogs,Positive,50
8050,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,peeking,6/2/2021 11:18,audio,dogs,Neutral,35
8051,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,b0d6f088-ee97-4087-aeb1-4957f24a5f4d,peeking,9/26/2020 3:06,audio,dogs,Neutral,35
8052,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,ef629f00-391d-4a79-af74-77a9afdbbd41,adore,11/22/2020 13:11,audio,dogs,Positive,72
8053,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,f2a3b679-edc8-4b0e-9793-995ef2e100f2,love,12/6/2020 1:21,audio,dogs,Positive,65
8054,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,0828c4e1-63ec-4121-aa07-eefd37954bb9,cherish,6/14/2021 20:53,audio,dogs,Positive,70
8055,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,3a80467c-0f1f-49ca-b904-1938ea2177a9,worried,5/25/2021 23:30,audio,dogs,Negative,12
8056,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,1ff398e4-6b68-451d-9b00-2d2a565ba22a,peeking,7/13/2020 3:15,audio,dogs,Neutral,35
8057,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,571d7193-a3e6-4909-b25c-e891fc126f31,peeking,8/1/2020 4:31,audio,dogs,Neutral,35
8058,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,3efc3621-873a-4b80-a0cb-27e531d600be,cherish,4/25/2021 14:15,audio,dogs,Positive,70
8059,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,56b8948a-68bd-425f-b842-eabe6bcfacca,dislike,10/22/2020 17:41,audio,dogs,Negative,10
8060,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,0a1cde57-79ab-4c61-b664-1d3b290b43cf,worried,10/27/2020 21:37,audio,dogs,Negative,12
8061,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,324e384a-9963-4d17-94aa-21859ea85062,super love,4/17/2021 18:10,audio,dogs,Positive,75
8062,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,13f0db8a-152a-496f-a6e8-1ed6a90b8788,like,1/4/2021 15:49,audio,dogs,Positive,50
8063,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,4ef2c812-b152-4a72-a443-f4ff787d7b0d,cherish,7/29/2020 0:10,audio,dogs,Positive,70
8064,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,1545ddaf-2b75-4143-82fe-b88966aee4fb,scared,4/15/2021 20:12,audio,dogs,Negative,15
8065,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,interested,5/15/2021 15:33,audio,dogs,Positive,30
8066,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,953cb190-5704-4926-adc2-057c6f3e3cb4,scared,11/4/2020 7:52,audio,dogs,Negative,15
8067,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,8dda1a41-9e57-4944-bd36-18c0ac343b13,cherish,12/9/2020 12:01,audio,dogs,Positive,70
8068,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,789b11b4-96ff-4abd-8da2-3da8b12d1e6e,peeking,10/29/2020 13:56,audio,dogs,Neutral,35
8069,9531f7f8-d0cc-4e42-9cbb-94d93692653f,4edc3d1a-a7d9-4db6-89c3-f784d9954172,interested,1/14/2021 13:56,photo,soccer,Positive,30
8070,9531f7f8-d0cc-4e42-9cbb-94d93692653f,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,intrigued,10/26/2020 13:38,photo,soccer,Positive,45
8071,9531f7f8-d0cc-4e42-9cbb-94d93692653f,90e2caab-9daa-4bf0-8104-c25e6c70c59d,dislike,1/2/2021 22:08,photo,soccer,Negative,10
8072,9531f7f8-d0cc-4e42-9cbb-94d93692653f,69532ce2-1ffe-4187-8042-0230d115b24e,indifferent,6/15/2021 3:48,photo,soccer,Neutral,20
8073,9531f7f8-d0cc-4e42-9cbb-94d93692653f,334e2fe8-6f2c-424c-8ed5-12c99f048722,adore,3/18/2021 10:31,photo,soccer,Positive,72
8074,9531f7f8-d0cc-4e42-9cbb-94d93692653f,e69d9ade-20e5-4e31-bc70-5a46556c530f,want,10/11/2020 7:33,photo,soccer,Positive,70
8075,9531f7f8-d0cc-4e42-9cbb-94d93692653f,acfcd174-178c-4af3-8118-5be702fb80cf,adore,1/17/2021 5:15,photo,soccer,Positive,72
8076,9531f7f8-d0cc-4e42-9cbb-94d93692653f,1879b698-1639-438e-a07e-ddd735f8d57c,disgust,10/25/2020 13:40,photo,soccer,Negative,0
8077,9531f7f8-d0cc-4e42-9cbb-94d93692653f,b6fd2140-f8b9-498a-a07f-0dc9986736c6,disgust,12/13/2020 6:32,photo,soccer,Negative,0
8078,9531f7f8-d0cc-4e42-9cbb-94d93692653f,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,want,9/23/2020 0:38,photo,soccer,Positive,70
8079,9531f7f8-d0cc-4e42-9cbb-94d93692653f,e8493c32-7f6f-4e57-a691-cf0df6f015c9,intrigued,3/30/2021 6:43,photo,soccer,Positive,45
8080,9531f7f8-d0cc-4e42-9cbb-94d93692653f,6978b891-dea2-4217-8bc8-47d5aa25e743,heart,11/2/2020 8:16,photo,soccer,Positive,60
8081,9531f7f8-d0cc-4e42-9cbb-94d93692653f,5d454588-283d-459d-915d-c48a2cb4c27f,disgust,5/18/2021 13:11,photo,soccer,Negative,0
8082,9531f7f8-d0cc-4e42-9cbb-94d93692653f,f73a01fe-444d-4b94-8d0e-4ec2cb97495b,dislike,7/3/2020 14:36,photo,soccer,Negative,10
8083,9531f7f8-d0cc-4e42-9cbb-94d93692653f,afab7336-04d3-45fe-8917-0327c56e7435,love,6/27/2020 2:20,photo,soccer,Positive,65
8084,9531f7f8-d0cc-4e42-9cbb-94d93692653f,fc709c94-7491-4753-ad53-dfee49823a2f,love,3/10/2021 17:26,photo,soccer,Positive,65
8085,9531f7f8-d0cc-4e42-9cbb-94d93692653f,cad2d54d-9555-4dfe-bfcd-7a584895a002,cherish,12/22/2020 16:28,photo,soccer,Positive,70
8086,9531f7f8-d0cc-4e42-9cbb-94d93692653f,2129de92-ee91-425f-a854-07c553ee0b74,heart,6/8/2021 20:10,photo,soccer,Positive,60
8087,9531f7f8-d0cc-4e42-9cbb-94d93692653f,e377a5c2-0378-4684-b7d1-5d80e04243ed,disgust,7/30/2020 4:32,photo,soccer,Negative,0
8088,9531f7f8-d0cc-4e42-9cbb-94d93692653f,a81378a5-58de-4631-b2b1-3eca765f68c6,interested,7/30/2020 1:17,photo,soccer,Positive,30
8089,9531f7f8-d0cc-4e42-9cbb-94d93692653f,40f15350-9ac3-4b6c-83c3-51cc7945dd01,want,8/27/2020 18:53,photo,soccer,Positive,70
8090,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,heart,5/4/2021 11:50,GIF,healthy eating,Positive,60
8091,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,like,5/8/2021 15:53,GIF,healthy eating,Positive,50
8092,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,dislike,11/11/2020 4:10,GIF,healthy eating,Negative,10
8093,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,fe37b2b4-ee09-4caf-aff5-fd15f6f083a1,dislike,12/13/2020 19:19,GIF,healthy eating,Negative,10
8094,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,85503a94-e733-486e-989e-12ff9b59f2d3,intrigued,1/8/2021 20:01,GIF,healthy eating,Positive,45
8095,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,peeking,9/29/2020 15:38,GIF,healthy eating,Neutral,35
8096,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,fe224147-e893-4178-b46e-b12f22bd7ed1,worried,6/30/2020 11:41,GIF,healthy eating,Negative,12
8097,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,542041fb-f361-4353-b0f0-442c1585317a,peeking,6/9/2021 12:01,GIF,healthy eating,Neutral,35
8098,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,peeking,5/11/2021 10:06,GIF,healthy eating,Neutral,35
8099,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,acd90ee9-84cd-465e-88e3-f128dd0cc1da,interested,7/24/2020 8:29,GIF,healthy eating,Positive,30
8100,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,peeking,12/10/2020 14:26,GIF,healthy eating,Neutral,35
8101,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,b841358a-d8ff-412e-b940-3a95fd31291b,dislike,5/30/2021 20:44,GIF,healthy eating,Negative,10
8102,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,77a7b81e-96f7-4e5a-92c7-5b07f7333913,peeking,8/29/2020 17:11,GIF,healthy eating,Neutral,35
8103,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,3956593b-7739-426a-b7a5-e841c95a5df9,super love,4/7/2021 7:14,GIF,healthy eating,Positive,75
8104,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,disgust,11/15/2020 5:21,GIF,healthy eating,Negative,0
8105,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,b83ae39f-2b80-4925-b5ff-34ddefd7f07c,cherish,6/1/2021 14:03,GIF,healthy eating,Positive,70
8106,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,70848bd7-6cd5-4686-b22b-a9afb05541a5,like,6/2/2021 19:57,GIF,healthy eating,Positive,50
8107,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,90e2caab-9daa-4bf0-8104-c25e6c70c59d,love,12/30/2020 8:06,GIF,healthy eating,Positive,65
8108,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,af647535-dae8-4ca3-9203-bf4bfc607ffe,adore,5/21/2021 20:39,GIF,healthy eating,Positive,72
8109,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,d1a89d23-7d17-4949-9e1a-637317141f3d,hate,2/7/2021 14:56,GIF,healthy eating,Negative,5
8110,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,953cb190-5704-4926-adc2-057c6f3e3cb4,heart,2/8/2021 23:19,GIF,healthy eating,Positive,60
8111,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,2026ccb6-77b2-494c-9b6b-a5d32aa86776,interested,8/16/2020 14:46,GIF,healthy eating,Positive,30
8112,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,4607d7b0-3313-49b8-9f73-5b8227fc5b67,hate,9/30/2020 14:57,GIF,healthy eating,Negative,5
8113,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,8dda1a41-9e57-4944-bd36-18c0ac343b13,super love,4/13/2021 1:36,GIF,healthy eating,Positive,75
8114,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,0d47a133-383b-4a9c-976c-697ac65ccb19,like,10/15/2020 7:49,GIF,healthy eating,Positive,50
8115,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,dd118345-3ba6-4800-9686-d5479fee403d,like,11/9/2020 3:14,GIF,healthy eating,Positive,50
